ApplNo,device_sort_index,device_name,objectName,SetDeviceInstallationLocation,description,node_name,node_id,node_type,OccSens_En,instanceNumber,node_sort_index,node_path_index,id,site_id,RS485_Baudrate,RS485_Address,RS485_BusProtokoll,AI_Cnfg,Vmin_m3h,EnableAirQualityIndication,SetCo2LimitGoodAirQuality,SetCo2LimitModerateAirQuality,SetControlMode,VmaxH_m3h,VmaxC_m3h,Vnom_m3h,Damp_RotDir,Temp_Sp_H_Shift_ECO,Temp_Sp_C_Shift_ECO,POnMode,DmpPos_OFF,Temp_Max,Temp_Min,CO2_Calib_Min,CO2_Calib_Max,p_dep_mode,Act_SyncPos,dp_at_Vnom_Cal,SetBacnetWatchdogTimeout
3.0,0.0,300-06,SDV,DXB,SDV1,ROOM 23,a5b94434-30b4-4f66-a1a7-f0f6c37ef35f,ROOM,0.0,523.0,22.0,0.0,18547.0,8171.0,2.0,23.0,1.0,1.0,3680.0,0.0,1000.0,1500.0,1.0,3685.0,4615.0,4623.0,1.0,0.0,0.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,100.0
2.0,0.0,VAV-TX2F-1801-4,VAV-TX2F-1801-4,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-TX2F-1801-4,cee610e9-316b-47f6-be7e-af6e8562b9a5,ROOM,0.0,14.0,13.0,0.0,24709.0,10653.0,2.0,14.0,1.0,2.0,3600.0,1.0,1000.0,1500.0,1.0,6480.0,6480.0,12192.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,150.0,120.0
4.0,5.0,1A_13F_V8H_10,1A_13F_V8H_10,1A_13F_10,V8H_VAV_50E1_08,B,86ea582c-89be-4fa3-aff9-672107e5a6c3,ROOM,0.0,2113010.0,1.0,0.0,25821.0,8128.0,2.0,10.0,1.0,4.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,0.0,VAV-PID-200,VAV-18,VAV-18,0,VAV-18,e059568f-fa5c-4302-bfaa-1e9ad56d9ed3,ROOM,0.0,18.0,17.0,0.0,12177.0,5655.0,3.0,18.0,1.0,1.0,203.8812955,1.0,1000.0,1500.0,1.0,1359.208636,1359.208636,1495.1295,1.0,0.0,2.777777778,3.0,0.0,30.0,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,0.0,AP-PI-SC-300,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,Gigaplex,46fed5f2-eab1-4107-94e6-4a0e97e7e9e5,ROOM,0.0,57.0,0.0,0.0,11545.0,5384.0,2.0,57.0,1.0,1.0,509.0,1.0,1000.0,1500.0,1.0,2549.0,2549.0,3570.0,1.0,4.0,4.0,2.0,1.0,30.0,18.0,0.0,2000.0,1.0,1.0,68.0,120.0
4.0,1.0,1684,1A-16F-V8H-24,1A-16F-24,V8H_VAV-50E1-08,D,7ca7ce60-fc72-4c75-9f04-031d6d5fb986,ROOM,0.0,2116024.0,3.0,0.0,16335.0,7377.0,2.0,24.0,1.0,1.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,17.0,2B-15F-V6-26,2B-15F-V6-26,2B-15F-89,V6_VAV-5000-06,D,daef9dad-fdfc-4b88-8c95-253e978518c0,ROOM,0.0,2415089.0,3.0,0.0,16437.0,7419.0,2.0,89.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,6.0,06-23-140--250-2058,Riser-1/3F/VAV-9/Toilet,toilet area,DVS-250,Riser-1,25fb351c-0dd8-447b-a126-110a498c84c8,ROOM,0.0,7.0,0.0,0.0,15752.0,7142.0,2.0,7.0,1.0,1.0,340.0,1.0,1000.0,1500.0,1.0,1700.0,1700.0,2295.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,109.0,120.0
2.0,0.0,VAV-7-23,SVT-524-M--T-TB-CB,AG2-AG7/143-145,Variable Air Volume,AG2-AG7/143-145,9778faf5-417b-4953-a68b-e33b57fcfd82,ROOM,0.0,125.0,22.0,0.0,4519.0,2378.0,2.0,25.0,1.0,2.0,2377.255905,1.0,1000.0,1500.0,1.0,3962.093175,7924.18635,17317.94908,1.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,0.0,1.0,1.0,248.84,120.0
2.0,14.0,V-8-19-187-DVS-150/457,AHU-1/14F-VAV-28/RHS,4 PAX MTG RM,DVS-150,AHU-01,44013aef-da79-4db0-9c92-07ee361fd455,ROOM,0.0,3028.0,0.0,0.0,3007.0,1768.0,2.0,28.0,1.0,2.0,119.0,1.0,1000.0,1500.0,1.0,551.0,551.0,1102.0,1.0,0.0,0.0,3.0,1.0,28.0,18.0,0.0,0.0,1.0,1.0,119.0,120.0
2.0,0.0,5F-VAV-01,5F-VAV-01,PANTRY,RHS,AHU,017eb258-d411-4f56-aa74-f8d6c8c26a66,ROOM,0.0,5001.0,0.0,0.0,24460.0,10547.0,2.0,2.0,1.0,1.0,340.0,0.0,1000.0,1500.0,1.0,1700.0,1700.0,1785.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,237.0,100.0
2.0,0.0,CDB-08,VAV-04 A,VAV-04 A,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-04 A,124d0c93-ee4d-4511-8fca-992eff203aaf,ROOM,0.0,1191.0,1.0,0.0,10705.0,4948.0,2.0,91.0,1.0,2.0,170.0,1.0,1000.0,1500.0,1.0,1700.0,1700.0,1700.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,105.0,120.0
2.0,10.0,VAV_1_4_6,VAV-1-4/6,ห้องตรวจรับหนังสือ,ZoneEase VAV ,ZONE D,a3b741f8-5523-44e1-8b1a-2b34ff53a97d,ROOM,0.0,10511.0,3.0,0.0,13765.0,6250.0,2.0,12.0,1.0,2.0,254.8516193,1.0,1000.0,1500.0,1.0,254.8516193,849.5053978,1359.208636,0.0,4.0,4.0,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,227.7363773,120.0
2.0,6.0,02-23-610-200-25573,7TH F -AHU-02/RVAV-30,N.A,DVS-200,AHU-02,b2d26a91-c44b-42e4-9ea4-9bd2aff5c2b9,ROOM,0.0,11058.0,1.0,0.0,13804.0,6276.0,2.0,15.0,1.0,1.0,204.0,1.0,1000.0,1500.0,1.0,1020.0,1020.0,1224.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,74.0,120.0
13.0,17.0,FPB-L10-18,F3H-18,F10-18,FPB-L10-18_FDV-50W2-2010,1,8b0718fb-91e1-43e5-9148-efdc322e4926,ROOM,0.0,1001018.0,0.0,0.0,3731.0,2039.0,2.0,18.0,1.0,2.0,164.0,1.0,1000.0,1500.0,1.0,1480.0,1480.0,2293.0,0.0,3.0,3.0,2.0,0.0,30.0,18.0,600.0,2000.0,1.0,0.0,124.0,120.0
2.0,0.0,CDB-12,6F-VAV-21,6F-VAV-21,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,6F-VAV-21,641b995c-c331-435c-9527-9ebf167e6059,ROOM,0.0,621.0,20.0,0.0,10796.0,5086.0,2.0,21.0,1.0,2.0,544.0,1.0,1000.0,1500.0,1.0,2720.0,2720.0,3808.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,178.0,120.0
2.0,0.0,DVS - 150,3F-VAV-16,3F-VAV-16,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,3F-VAV-16,dd922d5e-8a2a-4c46-9d44-d06af69a3102,ROOM,0.0,1316.0,15.0,0.0,8489.0,2568.0,2.0,62.0,1.0,2.0,68.0,1.0,1000.0,1500.0,1.0,680.0,680.0,1101.6,1.0,,,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,155.0,120.0
2.0,16.0,VAV_1_6_9,VAV-1-6/9,สำนักงานเปิดโล่ง(INTERIOR ZONE),ZoneEase VAV ,ZONE C,dad6d2e8-d2e6-49c8-a59f-5ec6bbfbb58c,ROOM,0.0,10417.0,2.0,0.0,14413.0,6192.0,2.0,18.0,1.0,2.0,458.7329148,1.0,1000.0,1500.0,1.0,458.7329148,1529.109716,2293.664574,0.0,4.0,4.0,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,184.7860956,120.0
2.0,0.0,VAV PID-F-125,VAV-17,VAV-17,0,VAV-17,8123ebe0-edd2-4dbd-b7b7-d3d6e84cee28,ROOM,0.0,17.0,16.0,0.0,7427.0,3782.0,3.0,17.0,1.0,1.0,50.97032387,1.0,1000.0,1500.0,1.0,339.8021591,339.8021591,373.782375,1.0,0.0,2.777777778,3.0,0.0,30.0,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,18.0,1A_21F_V6_07,1A_21F_V6_07,1A_21F_66,V6_VAV_5000_06,A,1a862b8c-f7a5-40b4-ad26-482371fcbe89,ROOM,0.0,2121066.0,0.0,0.0,16698.0,7525.0,2.0,66.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,0.0,KYODO-R-25,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,AE-R4/5,2178f939-b3a8-4968-8e24-c2c7a3092ee7,ROOM,0.0,104.0,0.0,0.0,7025.0,3631.0,2.0,25.0,1.0,1.0,519.0,1.0,1000.0,1500.0,1.0,2140.753633,2140.753633,4077.625968,0.0,4.0,4.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,56.0,120.0
2.0,5.0, EVAV-09,AHU-01_EVAV-09,AHU-01_EVAV-09,AHU-01_EVAV-09,AHU-01,0bf12152-f3a0-4cc1-af4c-0b4acef55c51,ROOM,0.0,325.0,0.0,0.0,26916.0,11578.0,2.0,25.0,1.0,1.0,280.3,1.0,1000.0,1500.0,1.0,2293.7,2293.7,2718.4,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,193.0,120.0
2.0,0.0,DVS-250,14F-A1-VAV-6,14F-A1-VAV-6,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,14F-A1-VAV-6,b5893470-7cd8-401e-acf3-abc20886490e,ROOM,0.0,1406.0,5.0,0.0,6323.0,3259.0,2.0,60.0,1.0,2.0,212.5,1.0,1000.0,1500.0,1.0,2125.0,2125.0,3029.4,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,165.0,120.0
2.0,5.0,TR.L15O.VAV206,ZoneEase VAV,Office 02,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,Office 02,877ccd2c-e5ef-4a21-bb89-90ef9a00e64c,ROOM,1.0,215206.0,0.0,0.0,10702.0,5049.0,3.0,6.0,1.0,2.0,460.8,1.0,1000.0,1500.0,1.0,1692.0,1692.0,2268.0,0.0,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,253.9,120.0
2.0,0.0,DVS-200,14F VAV-08,14F VAV-08,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,14F VAV-08,9f19996e-0329-40e8-91ed-34fe77526264,ROOM,0.0,1408.0,7.0,0.0,8453.0,3800.0,2.0,8.0,1.0,2.0,76.5,1.0,1000.0,1500.0,1.0,765.0,765.0,1927.8,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,151.0,120.0
2.0,12.0,1A_20F_V8_29,1A_20F_V8_29,1A_20F_58,V8_VAV_5000_08,D,09a38907-5c07-4311-bd07-d9ec65bdf4c1,ROOM,0.0,2120058.0,3.0,0.0,16570.0,7477.0,2.0,58.0,1.0,4.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,0.0,VAV-PID-O-400,VAV-52,COMMON AREA (LHS),0,VAV-52,e2cc5702-1a16-4699-ae70-2da8ef6faf14,ROOM,0.0,52.0,19.0,0.0,8651.0,4233.0,3.0,52.0,1.0,1.0,942.9509915,1.0,1000.0,1500.0,1.0,6286.339943,6286.339943,6914.973938,1.0,0.0,2.777777778,3.0,0.0,30.0,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,7.0,CCS-3-1st F-AHU-03-VAV-26E,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,DIRECTOR'S CABIN,6ae41c79-4404-4f45-97dc-b3d4a0cb8412,ROOM,0.0,50.0,10.0,0.0,23451.0,8181.0,2.0,50.0,1.0,2.0,204.0,1.0,1000.0,1500.0,1.0,1360.0,1360.0,1428.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,195.0,120.0
8.0,0.0,DVS 250,AHU 03-VAV - 59,06TH FLOOR,,AHU 03-VAV - 59,70120688-0ed4-485f-873b-f528558a0825,ROOM,0.0,859.0,2.0,0.0,2787.0,1676.0,2.0,59.0,1.0,2.0,272.0,1.0,1000.0,1500.0,1.0,2720.0,2720.0,3032.8,1.0,,,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,160.0,120.0
2.0,18.0,1B-20F-V6-08,1B-20F-V6-08,1B-20F-64,V6_VAV-5000-06,B,42d6db3c-6d12-4dc5-b2ca-807a0e1a770e,ROOM,0.0,2320064.0,1.0,0.0,16432.0,7417.0,2.0,64.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,19.0,1A_21F_V6_24,1A_21F_V6_24,1A_21F_83,V6_VAV_5000_06,C,26619e9c-06ae-4753-8c8a-52a8749701e8,ROOM,0.0,2121083.0,2.0,0.0,16700.0,7524.0,2.0,83.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,18.0,04-22-47-11707,VAV-19,N.A,N.A,N.A,e451887f-30f5-4f42-a43d-b78829debff4,ROOM,0.0,1019.0,0.0,0.0,10543.0,4974.0,2.0,19.0,1.0,1.0,1224.0,1.0,1000.0,1500.0,1.0,6120.0,6120.0,6800.0,1.0,0.0,0.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,130.0,120.0
2.0,2.0,03-23-663-150-26346,6F03/DAY ROOM/R/208,DAY ROOM,DVD150,,8c360d65-1413-44c8-a4f8-8dc5c2330a90,ROOM,0.0,1107.0,0.0,0.0,14333.0,6569.0,2.0,3.0,1.0,1.0,136.0,1.0,1000.0,1500.0,1.0,680.0,680.0,1190.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,220.0,120.0
3.0,55.0,56,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV,fd1a226c-2461-4946-8466-674197e57932,ROOM,0.0,240310.0,0.0,0.0,17017.0,7626.0,2.0,56.0,1.0,2.0,510.0,1.0,1000.0,1500.0,1.0,1670.0,1670.0,1670.0,1.0,8.0,8.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,140.0,120.0
2.0,7.0,L25-VAV-B-7,Belimo VAV,L25-VAV-B-7,VAV,VAV,2690da4f-58ca-4314-a073-7535d4e7f209,ROOM,0.0,250008.0,0.0,0.0,9322.0,3894.0,1.0,8.0,1.0,1.0,144.0,1.0,1000.0,1500.0,1.0,480.0,480.0,733.97,0.0,2.0,2.0,2.0,0.0,30.0,16.0,0.0,2000.0,1.0,1.0,160.0,120.0
2.0,19.0,1A_11F_V6_08,1A_11F_V6_08,1A_11F_67,V6_VAV_5000_06,A,9b0a0e1b-efe1-4b8d-a5f3-3763402efdee,ROOM,0.0,2111067.0,0.0,0.0,16588.0,7477.0,2.0,67.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
3.0,50.0,51,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV,fd1a226c-2461-4946-8466-674197e57932,ROOM,0.0,240305.0,0.0,0.0,17017.0,7626.0,2.0,51.0,1.0,2.0,510.0,1.0,1000.0,1500.0,1.0,1670.0,1670.0,1670.0,1.0,8.0,8.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,140.0,120.0
2.0,5.0,RVAV-6,RVAV-6,RVAV-6,CDB-ITP-08,CSU_3&4,520022f4-1645-430f-97d0-33afda4207b1,ROOM,0.0,1719.0,2.0,0.0,17931.0,7918.0,1.0,19.0,1.0,1.0,254.9,1.0,1000.0,1500.0,1.0,1019.5,1019.5,1359.0,1.0,2.0,2.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,33.0,120.0
2.0,0.0,L9-VAV-A-1,Belimo VAV,L9-VAV-A-1,VAV,VAV,f9ae69fd-b76c-45a7-afc0-174a77d97f46,ROOM,0.0,90001.0,0.0,0.0,9322.0,3894.0,1.0,1.0,1.0,1.0,69.0,1.0,1000.0,1500.0,1.0,230.0,230.0,382.28,0.0,2.0,2.0,2.0,0.0,30.0,16.0,0.0,2000.0,1.0,1.0,160.0,120.0
3.0,4.0,VAV/03(b),ZoneEase VAV,,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,C,d83f3683-5cd2-4f11-adea-c56e103e5a2e,ROOM,0.0,11141.0,0.0,0.0,10781.0,5079.0,2.0,41.0,1.0,1.0,127.425,1.0,1000.0,1500.0,1.0,849.5,849.5,849.505,1.0,1.0,1.0,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,250.0,120.0
8.0,0.0,SVT-518-M-T-TB-CB,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-4-31,71a779b0-b59a-4328-a1c4-e43a347ae9c7,ROOM,0.0,140.0,30.0,0.0,22559.0,9651.0,2.0,40.0,1.0,2.0,543.7,1.0,1000.0,1500.0,2.0,5100.4,5100.4,9023.4,1.0,4.0,4.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,248.8,120.0
2.0,0.0,ADR-16X08,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,GF-AHU-2-VAV-11,c8f9949e-777f-46bf-9cf0-9806064c8165,ROOM,0.0,137.0,36.0,0.0,18817.0,7178.0,2.0,37.0,1.0,2.0,314.5,1.0,800.0,1250.0,1.0,3145.0,3145.0,4437.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,150.0,120.0
3.0,3.0,VAV-3F-04,ZoneEase VAV,South,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,(E)AHU/3-01,7ac10625-becf-4d92-a713-f5b6ffb354a5,ROOM,0.0,304.0,0.0,0.0,10029.0,4758.0,2.0,108.0,1.0,1.0,330.3,1.0,1000.0,1500.0,1.0,2202.0,2202.0,3398.02,1.0,1.0,1.0,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,250.0,120.0
2.0,24.0,VAV-25,VAV-25,Box 56,,1,52851892-6fc4-4dab-b1ff-ba4c1b859ffa,ROOM,0.0,1028.0,0.0,0.0,650.0,573.0,2.0,28.0,1.0,2.0,100.0,1.0,1000.0,1500.0,1.0,1000.0,1000.0,1000.0,0.0,4.0,4.0,2.0,1.0,28.0,20.0,0.0,2000.0,1.0,1.0,80.0,120.0
2.0,0.0,04-24-41--150-1021,5TH FLR/VAV-2,n.a,DVS-150,n.a,97ba8f64-099f-4d4c-8a48-fd85f6a05b0d,ROOM,0.0,5002.0,0.0,0.0,21749.0,9403.0,2.0,1.0,1.0,1.0,136.0,1.0,1000.0,1500.0,1.0,680.0,680.0,1003.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,251.0,120.0
2.0,0.0,VAV8,VAV8,VAV8,VAV8,VAV8,7216781e-9382-489b-9b19-67696f054534,ROOM,0.0,7008.0,6.0,0.0,7870.0,3953.0,2.0,8.0,1.0,1.0,67.96043182,1.0,1000.0,1500.0,1.0,611.6438864,611.6438864,764.554858,0.0,4.0,4.0,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,248.84,120.0
2.0,0.0,VAV PID-100,VAV-32,10 TH FLOOR,0,VAV-32,0591bc89-e015-4395-97a5-917db72c5669,ROOM,0.0,32.0,31.0,0.0,13031.0,5955.0,3.0,32.0,1.0,1.0,50.97032387,1.0,1000.0,1500.0,1.0,339.8021591,339.8021591,373.782375,1.0,0.0,0.0,3.0,0.0,28.88888889,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
13.0,10.0,FPB-L10-11,F3H-11,F10-11,FPB-L10-11_FDV-50W2-2010,1,8b0718fb-91e1-43e5-9148-efdc322e4926,ROOM,0.0,1001011.0,0.0,0.0,10584.0,2039.0,2.0,11.0,1.0,2.0,164.0,1.0,1000.0,1500.0,1.0,1480.0,1480.0,2293.0,0.0,3.0,3.0,2.0,0.0,30.0,18.0,600.0,2000.0,1.0,0.0,124.0,120.0
2.0,0.0,CDB-ITP-04,1F-VAV-11,1F-VAV-11,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-11,8cb80796-cd3d-45c2-89c5-f8cbc1966e2a,ROOM,0.0,111.0,10.0,0.0,11239.0,5263.0,2.0,11.0,1.0,2.0,68.0,1.0,1000.0,1500.0,1.0,340.0,340.0,391.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,167.0,120.0
6.0,47.0,TC-48,240352,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,1,bb1a0560-bf94-4010-9c4c-c9c988e94b79,ROOM,0.0,240352.0,0.0,0.0,9228.0,3833.0,2.0,52.0,1.0,2.0,500.0,1.0,1000.0,1500.0,1.0,850.0,850.0,1530.0,0.0,4.0,4.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,299.0,120.0
6.0,14.0,TC-15,300119,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,1,3b54df24-a9c2-419d-9e1b-ae124c83f0cd,ROOM,0.0,300119.0,0.0,0.0,9228.0,3833.0,2.0,19.0,1.0,2.0,500.0,1.0,1000.0,1500.0,1.0,850.0,850.0,1530.0,0.0,4.0,4.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,299.0,120.0
2.0,10.0,6F-VAV-39,6F-VAV-39,AHU 02,LHS,AHU 02,0b54c6e5-9006-4495-9230-64634950d6d1,ROOM,0.0,6040.0,1.0,0.0,25667.0,11072.0,2.0,41.0,1.0,1.0,850.0,0.0,1000.0,1500.0,1.0,4250.0,4250.0,6310.0,1.0,8.0,8.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,212.0,100.0
2.0,32.0,01-25-791--350-14966,VAV-33,n.a,DVS-350,n.a,2ede184a-b817-4013-a222-6e7ce4b2065f,ROOM,0.0,1267.0,0.0,0.0,27293.0,11739.0,2.0,97.0,1.0,1.0,850.0,1.0,1000.0,1500.0,1.0,4250.0,4250.0,5440.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,269.0,120.0
2.0,6.0,VAV-33.18,ZoneEase VAV,1,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,1,7682e1c0-2983-43e8-a0d3-92c2b2249a58,ROOM,1.0,3327.0,0.0,0.0,14790.0,6737.0,2.0,126.0,1.0,2.0,341.497947,1.0,1000.0,1500.0,1.0,2548.492142,2548.492142,3420.0,,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,250.0,120.0
2.0,0.0,VAV-PID-400,VAV18,AHU-1-VAV-18,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-18,56753090-8463-4488-8794-2578ad6f4641,ROOM,0.0,1018.0,17.0,0.0,25423.0,10967.0,3.0,18.0,1.0,1.0,815.5,1.0,1000.0,1500.0,1.0,5436.8,5436.8,5980.5,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,0.0,DVS-150,5F-VAV-25,5F-VAV-25,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,5F-VAV-25,8113daa2-c177-4f5f-8c0c-ccd173208baa,ROOM,0.0,5025.0,24.0,0.0,11552.0,5387.0,2.0,25.0,1.0,2.0,42.5,1.0,1000.0,1500.0,1.0,425.0,425.0,1020.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,242.0,120.0
8.0,0.0,29,VAV29,5F,Fifth_FLOOR,ZONE-20,5139aff5-961f-4e19-ad0b-3f85c4655c17,ROOM,0.0,529.0,4.0,0.0,10171.0,4830.0,2.0,29.0,1.0,1.0,16.99010796,1.0,1000.0,1500.0,1.0,108.7366909,108.7366909,198.7842631,0.0,0.0,2.777777778,1.0,1.0,29.44444444,10.0,0.0,2000.0,1.0,1.0,236.398,120.0
12.0,10.0,12001-AP12,ZoneEase VAV011,12001,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO12 Cnt.,12001,e7d40de3-803e-4a68-94a7-e4f3a5006b91,ROOM,0.0,33.0,0.0,0.0,6785.0,3534.0,2.0,11.0,1.0,2.0,0.0,1.0,1000.0,1500.0,1.0,3398.021591,3398.021591,0.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,0.0,120.0
2.0,0.0,DVS - 250,6F-VAV-20,6F-VAV-20,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,6F-VAV-20,57ee9803-785d-4c65-a3bc-8109f8f68341,ROOM,0.0,1620.0,19.0,0.0,8488.0,2568.0,2.0,20.0,1.0,2.0,144.5,1.0,1000.0,1500.0,1.0,1445.0,1445.0,3029.4,1.0,,,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,135.0,120.0
2.0,0.0,3F-VAV-03,3F-VAV-03,( CIV - 08 ),3F-VAV-03,AHU-1,de4ea97f-965a-41df-99f3-3ec7b4fa74e8,ROOM,0.0,1131.0,0.0,0.0,28290.0,12072.0,1.0,31.0,1.0,1.0,271.8,0.0,1000.0,1500.0,1.0,1359.2,1359.2,1699.0,1.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,120.0
